PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14770853,SI,SR,87,100,0:00:00,,100,0:00:00,60,85,0:00:00,61,100,0:00:00,3,15,0:00:00,22,100,42:18:27,42,70,0:00:00,,10,0:00:00,35,47,0:00:00,52,85,0:00:00,,10,0:00:00,82,100,416:19:19,73,75,0:00:00,12,25,0:00:00,53,100,0:00:00,20,50,0:00:00,,10,0:00:00,75,100,0:00:00,68,87,0:00:00,458:37:46,18,25,0:00:00,57,75,0:00:00,63,75,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,42:18:27,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,42:18:27,8,10,42:18:27
A14232135,SI,JR,99,100,0:00:00,86,100,0:00:00,62,85,0:00:00,97,100,0:00:00,9,15,0:00:00,99,100,0:00:00,70,70,0:00:00,,10,0:00:00,47,47,0:00:00,81,85,318:00:58,0,10,0:00:00,90,100,0:00:00,75,75,0:00:00,18,25,0:00:00,98,100,0:00:00,47,50,0:00:00,0,10,0:00:00,93,100,0:00:00,80,87,0:00:00,333:13:34,19,25,0:00:00,57,75,0:00:00,63,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,333:13:34,9,10,0:00:00,9,10,333:13:34,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14335976,SI,JR,100,100,0:00:00,74,100,0:00:00,80,85,0:00:00,93,100,0:00:00,15,15,0:00:00,80,100,0:00:00,58,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,10,10,0:00:00,100,100,0:00:00,73,75,0:00:00,22,25,0:00:00,79,100,0:00:00,45,50,0:00:00,6,10,0:00:00,89,100,0:00:00,75,87,0:00:00,0:00:00,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14490387,WA,JR,82,100,47:26:10,97,100,0:00:00,83,85,0:00:00,96,100,0:00:00,12,15,0:00:00,80,100,12:08:58,60,70,0:00:00,7,10,0:00:00,31,47,0:00:00,52,85,431:48:42,7,10,0:00:00,86,100,0:00:00,59,75,0:00:00,19,25,0:00:00,87,100,0:00:00,50,50,0:00:13,0,10,0:00:00,95,100,0:00:00,71,87,0:00:00,491:24:29,24,25,0:00:00,75,75,431:48:42,75,75,12:08:58,10,10,0:00:00,10,10,0:00:00,10,10,431:48:42,10,10,431:48:42,10,10,0:00:00,10,10,0:00:13,10,10,47:26:10,10,10,0:00:00,10,10,12:08:58,10,10,0:00:13
A14282114,RE,SR,98,100,0:00:00,100,100,0:00:00,85,85,0:00:00,100,100,0:00:00,11,15,0:00:00,100,100,0:00:00,63,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,9,10,0:00:00,100,100,0:00:00,69,75,0:00:00,19,25,0:00:00,98,100,0:00:00,50,50,0:00:00,1,10,0:00:00,93,100,0:00:00,72,87,0:00:00,0:00:00,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14429482,WA,JR,88,100,0:00:00,82,100,0:00:00,70,85,0:00:00,87,100,0:00:00,15,15,0:00:00,92,100,0:00:00,65,70,0:00:00,10,10,0:00:00,46,47,0:00:00,67,85,0:00:00,10,10,0:00:00,76,100,0:00:00,72,75,0:00:00,25,25,0:00:00,87,100,0:00:00,45,50,0:00:00,0,10,0:00:00,79,100,0:00:00,70,87,0:00:00,22:31:06,20,25,0:00:00,63,75,0:00:00,69,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14610212,SI,SR,85,100,0:00:00,74,100,0:00:00,58,85,0:00:00,69,100,0:00:00,10,15,0:00:00,89,100,46:46:14,45,70,285:54:27,7,10,588:07:50,46,47,0:00:00,82,85,0:00:00,,10,0:00:00,60,100,0:00:00,68,75,0:00:00,25,25,0:00:00,,100,0:00:00,48,50,0:00:00,0,10,0:00:00,87,100,0:00:00,58,87,0:00:00,1232:24:22,16,25,0:00:00,53,75,0:00:00,59,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,46:46:14,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00
A14137484,WA,SR,80,100,0:00:00,100,100,0:00:00,67,85,0:00:00,100,100,0:00:00,15,15,0:00:00,100,100,42:06:36,70,70,0:00:00,10,10,0:00:00,37,47,0:00:00,79,85,362:42:24,10,10,0:00:00,88,100,0:00:00,74,75,0:00:00,25,25,0:00:00,64,100,0:00:00,50,50,0:00:00,0,10,0:00:00,92,100,0:00:00,78,87,0:00:00,534:39:53,19,25,0:00:00,66,75,0:00:00,72,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,534:39:53
A14919736,RE,SR,59,100,0:00:00,,100,0:00:00,,85,0:00:00,57,100,0:00:00,,15,0:00:00,46,100,47:58:47,12,70,0:00:00,,10,0:00:00,36,47,0:00:00,54,85,0:00:28,,10,0:00:00,86,100,0:00:00,75,75,0:00:00,23,25,0:00:00,23,100,0:00:00,37,50,0:00:00,,10,0:00:00,76,100,0:00:00,56,87,0:00:00,47:59:15,,25,0:00:00,,75,0:00:00,,75,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,47:59:15,,10,0:00:00
A14313679,WA,SR,78,100,0:00:00,90,100,0:00:00,72,85,0:00:00,80,100,268:26:07,15,15,0:00:00,100,100,0:00:00,70,70,0:00:00,10,10,0:00:00,39,47,0:00:00,75,85,0:00:00,10,10,0:00:00,88,100,434:14:10,66,75,0:00:00,19,25,0:00:00,96,100,0:00:00,46,50,0:00:00,2,10,0:00:00,95,100,0:00:00,79,87,0:00:00,702:40:17,20,25,0:00:00,69,75,0:00:00,75,75,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,702:40:17,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14540066,WA,SR,93,100,0:00:00,73,100,0:00:00,77,85,0:00:00,97,100,0:00:00,15,15,0:00:00,82,100,0:00:00,58,70,0:00:00,3,10,0:00:00,32,47,0:00:00,80,85,0:00:00,10,10,0:00:00,87,100,0:00:00,71,75,0:00:00,25,25,0:00:00,71,100,0:00:00,43,50,0:00:00,,10,0:00:00,86,100,0:00:00,71,87,0:00:00,0:00:00,24,25,0:00:00,73,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14226639,SI,JR,100,100,0:00:00,80,100,0:00:00,76,85,0:00:00,99,100,0:00:00,11,15,0:00:00,100,100,267:41:00,,70,0:00:00,,10,0:00:00,37,47,0:00:00,58,85,0:00:00,,10,0:00:00,95,100,0:00:00,73,75,0:00:00,24,25,0:00:00,56,100,0:00:00,46,50,0:00:00,0,10,0:00:00,90,100,0:00:00,61,87,0:00:00,289:01:02,23,25,0:00:00,70,75,0:00:00,75,75,289:01:02,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14313679,WA,SR,86,100,0:00:00,87,100,0:00:00,68,85,0:00:00,75,100,268:26:07,13,15,0:00:00,92,100,0:00:00,65,70,0:00:00,5,10,0:00:00,40,47,0:00:00,70,85,0:00:00,10,10,0:00:00,90,100,434:14:10,75,75,0:00:00,25,25,0:00:00,98,100,0:00:00,50,50,0:00:00,2,10,0:00:00,100,100,0:00:00,69,87,0:00:00,702:40:17,20,25,0:00:00,64,75,0:00:00,70,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00
A14376530,MU,SO,99,100,0:00:00,91,100,0:00:00,71,85,0:00:00,98,100,0:00:00,9,15,0:00:00,75,100,47:37:35,70,70,0:00:00,7,10,0:00:00,34,47,0:00:00,74,85,0:00:00,5,10,0:00:00,84,100,0:00:00,62,75,0:00:00,25,25,0:00:00,37,100,0:00:00,46,50,0:00:00,,10,0:00:00,100,100,0:00:00,68,87,0:00:00,47:37:35,22,25,0:00:00,64,75,0:00:00,70,75,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14301194,TH,SO,88,100,0:00:00,98,100,0:00:00,54,85,0:00:00,93,100,0:00:00,13,15,0:00:00,91,100,44:52:26,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,59,85,460:00:56,1,10,0:00:00,78,100,0:00:00,71,75,0:00:00,25,25,0:00:00,67,100,0:00:00,27,50,0:00:00,0,10,0:00:00,82,100,0:00:00,69,87,0:00:00,504:53:22,16,25,0:00:00,50,75,0:00:00,56,75,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00
A14545267,WA,JR,89,100,0:00:00,93,100,0:00:00,57,85,0:00:00,75,100,0:00:00,12,15,0:00:00,87,100,45:17:14,63,70,0:00:00,6,10,0:00:00,38,47,0:00:00,67,85,0:00:00,8,10,0:00:00,83,100,0:00:00,66,75,0:00:00,25,25,0:00:00,88,100,0:00:00,31,50,0:01:22,0,10,0:00:00,93,100,0:00:00,67,87,0:00:00,63:28:47,16,25,0:00:00,53,75,0:00:00,59,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14223205,SI,SR,100,100,0:00:00,94,100,0:00:00,77,85,0:00:00,100,100,0:00:00,15,15,0:00:00,90,100,0:00:00,69,70,0:00:00,10,10,0:00:00,41,47,0:00:00,84,85,705:02:27,3,10,0:00:00,96,100,0:00:00,67,75,0:00:00,18,25,0:00:00,93,100,0:00:00,48,50,0:00:00,1,10,0:00:00,100,100,0:00:00,74,87,0:00:00,705:02:27,23,25,705:02:27,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14046754,RE,JR,100,100,0:00:00,83,100,0:00:00,78,85,0:00:00,98,100,252:33:32,9,15,0:00:00,96,100,0:00:00,70,70,0:00:00,8,10,0:00:00,41,47,0:00:00,69,85,584:31:58,7,10,0:00:00,83,100,0:00:00,75,75,0:00:00,25,25,0:00:00,86,100,244:42:17,41,50,0:00:00,0,10,0:00:00,85,100,0:00:00,67,87,0:00:00,1269:26:53,23,25,0:00:00,73,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,244:42:17
A14366857,TH,SR,89,100,0:00:00,84,100,0:00:00,76,85,0:00:00,97,100,0:00:00,13,15,0:00:00,77,100,0:00:00,,70,0:00:00,,10,0:00:00,33,47,0:00:00,59,85,0:00:00,,10,0:00:00,79,100,0:00:00,68,75,0:00:00,,25,0:00:00,26,100,0:00:00,40,50,0:00:00,,10,0:00:00,91,100,0:00:00,61,87,0:00:00,0:00:00,23,25,0:00:00,66,75,0:00:00,72,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14000225,SI,SR,,100,0:00:00,,100,0:00:00,,85,0:00:00,,100,0:00:00,,15,0:00:00,,100,0:00:00,,70,0:00:00,,10,0:00:00,,47,0:00:00,,85,0:00:00,,10,0:00:00,,100,0:00:00,,75,0:00:00,,25,0:00:00,,100,0:00:00,,50,0:00:00,,10,0:00:00,,100,0:00:00,,87,0:00:00,0:00:00,,25,0:00:00,,75,0:00:00,,75,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00
A14327063,FI,SR,75,100,0:00:00,38,100,0:00:00,64,85,0:00:00,86,100,0:00:00,15,15,0:00:00,,100,0:00:00,38,70,0:00:00,,10,0:00:00,47,47,0:00:00,79,85,0:00:00,,10,0:00:00,74,100,0:00:00,65,75,0:00:00,23,25,0:00:00,68,100,453:54:49,35,50,0:00:00,,10,0:00:00,86,100,0:00:00,71,87,0:00:00,644:57:10,17,25,0:00:00,62,75,0:00:00,68,75,644:57:10,9,10,0:00:00,9,10,644:57:10,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,644:57:10,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14948245,FI,SO,100,100,0:00:00,82,100,0:00:00,60,85,0:00:00,84,100,0:00:00,1,15,0:00:00,93,100,2:17:57,65,70,0:00:00,3,10,0:00:00,44,47,0:00:00,72,85,0:00:00,3,10,0:00:00,67,100,0:00:00,68,75,0:00:00,25,25,0:00:00,54,100,0:00:00,50,50,0:00:00,1,10,0:00:00,86,100,0:00:00,74,87,0:00:00,2:17:57,16,25,0:00:00,59,75,0:00:00,65,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14786662,SI,JR,78,100,0:00:00,79,100,0:00:00,60,85,0:00:00,69,100,0:00:00,12,15,0:00:00,90,100,37:27:20,,70,0:00:00,10,10,0:00:00,38,47,0:00:00,66,85,0:00:00,10,10,0:00:00,90,100,0:00:00,75,75,0:00:00,19,25,0:00:00,84,100,0:00:00,43,50,0:00:00,,10,0:00:00,80,100,0:00:00,67,87,0:00:00,37:27:20,15,25,0:00:00,55,75,0:00:00,61,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14781873,FI,SR,99,100,0:00:00,70,100,0:00:00,82,85,0:00:00,84,100,0:00:00,15,15,0:00:00,87,100,47:53:45,45,70,0:00:00,10,10,0:00:00,38,47,0:00:00,70,85,0:00:00,3,10,0:00:00,85,100,0:00:00,53,75,0:00:00,25,25,0:00:00,80,100,0:00:00,39,50,0:00:00,0,10,0:00:00,86,100,0:00:00,71,87,0:00:00,246:35:39,24,25,0:00:00,75,75,47:53:45,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,47:53:45,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14046754,SI,JR,96,100,0:00:00,96,100,0:00:00,84,85,0:00:00,100,100,252:33:32,11,15,0:00:00,94,100,0:00:00,70,70,0:00:00,7,10,0:00:00,34,47,0:00:00,73,85,584:31:58,7,10,0:00:00,78,100,0:00:00,75,75,0:00:00,23,25,0:00:00,90,100,244:42:17,50,50,0:00:00,0,10,0:00:00,93,100,0:00:00,87,87,0:00:00,1269:26:53,24,25,0:00:00,74,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14449980,WA,SR,89,100,53:24:36,75,100,0:00:00,69,85,0:00:00,97,100,0:00:00,15,15,0:00:00,67,100,0:00:00,54,70,0:00:00,10,10,0:00:00,36,47,0:00:00,69,85,0:00:00,,10,0:00:00,82,100,0:00:00,61,75,0:00:00,25,25,0:00:00,71,100,0:00:00,36,50,0:00:00,5,10,0:00:00,83,100,0:00:00,66,87,0:00:00,71:10:08,19,25,0:00:00,65,75,0:00:00,71,75,0:00:00,9,10,0:00:00,9,10,53:24:36,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14395064,RE,SR,93,100,0:00:00,100,100,0:00:00,38,85,0:00:00,82,100,0:00:00,6,15,0:00:00,94,100,38:02:08,70,70,0:00:00,10,10,0:00:00,36,47,0:00:00,77,85,415:27:54,7,10,0:00:00,88,100,0:00:00,74,75,0:00:00,22,25,0:00:00,,100,0:00:00,47,50,0:00:00,0,10,0:00:00,87,100,0:00:00,47,87,0:00:00,692:20:31,11,25,0:00:00,38,75,0:00:00,44,75,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,5,10,0:00:00,6,10,0:00:00,6,10,0:00:00,5,10,0:00:00,6,10,0:00:00
A14200310,MU,JR,79,100,0:00:00,93,100,0:00:00,69,85,0:00:00,67,100,0:00:00,15,15,0:00:00,88,100,37:01:46,53,70,0:00:00,2,10,0:00:00,39,47,0:00:00,63,85,743:34:05,10,10,0:00:00,83,100,0:00:08,75,75,0:00:00,21,25,0:00:00,76,100,0:00:00,50,50,0:00:00,2,10,0:00:00,93,100,0:00:00,67,87,0:00:00,780:35:59,20,25,0:00:00,63,75,0:00:00,69,75,0:00:00,9,10,780:35:59,9,10,0:00:00,9,10,780:35:59,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14000225,TH,SR,,100,0:00:00,,100,0:00:00,,85,0:00:00,,100,0:00:00,,15,0:00:00,,100,0:00:00,,70,0:00:00,,10,0:00:00,,47,0:00:00,,85,0:00:00,,10,0:00:00,,100,0:00:00,,75,0:00:00,,25,0:00:00,,100,0:00:00,,50,0:00:00,,10,0:00:00,,100,0:00:00,,87,0:00:00,0:00:00,,25,0:00:00,,75,0:00:00,,75,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00
A14235623,TH,JR,75,100,0:00:00,36,100,0:00:00,39,85,0:00:00,51,100,0:00:00,5,15,0:00:00,8,100,45:46:01,7,70,0:00:00,,10,0:00:00,25,47,0:00:00,25,85,0:00:00,,10,0:00:00,66,100,0:00:00,43,75,0:00:00,9,25,0:00:00,30,100,0:00:00,45,50,0:00:00,0,10,0:00:00,84,100,0:00:00,65,87,0:00:00,45:46:01,13,25,0:00:00,38,75,0:00:00,44,75,0:00:00,6,10,0:00:00,5,10,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,6,10,0:00:00,5,10,0:00:00,6,10,0:00:00,5,10,45:46:01
A14024001,WA,SR,99,100,0:00:00,94,100,0:00:00,85,85,0:00:00,87,100,0:00:00,14,15,0:00:00,5,100,39:32:29,39,70,0:01:19,10,10,0:04:59,41,47,0:00:00,51,85,0:00:00,0,10,0:00:00,97,100,0:01:44,69,75,0:00:00,18,25,0:00:00,72,100,0:02:18,34,50,0:02:35,1,10,0:00:00,100,100,0:00:00,63,87,0:00:00,53:03:32,24,25,0:00:00,75,75,0:00:00,75,75,0:02:18,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:01:44,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14162943,MU,JR,67,100,0:00:00,26,100,0:00:00,47,85,0:00:00,70,100,0:00:00,7,15,0:00:00,80,100,47:42:33,64,70,0:00:00,10,10,0:00:00,36,47,0:00:00,63,85,0:00:00,2,10,0:00:00,51,100,0:00:00,63,75,0:00:00,25,25,0:00:00,37,100,0:00:00,45,50,0:00:00,1,10,0:00:00,76,100,0:00:00,67,87,0:00:00,93:16:10,14,25,0:00:00,44,75,0:00:00,50,75,0:00:00,7,10,0:00:00,6,10,0:00:00,7,10,93:16:10,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,6,10,0:00:00,6,10,0:00:00,7,10,0:00:00,7,10,0:00:00
A14353945,FI,JR,97,100,0:00:00,91,100,0:00:00,76,85,0:00:00,81,100,0:00:00,10,15,0:00:00,96,100,47:53:28,69,70,0:00:00,4,10,0:00:00,47,47,0:00:00,85,85,442:00:09,8,10,0:00:00,93,100,0:00:00,73,75,0:00:00,25,25,0:00:00,42,100,0:00:00,50,50,0:00:00,5,10,0:00:00,94,100,0:00:00,74,87,0:00:00,489:53:37,22,25,0:00:00,74,75,0:00:00,75,75,442:00:09,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14865587,RE,JR,93,100,0:00:00,62,100,0:00:00,79,85,0:00:00,78,100,0:00:00,15,15,0:00:00,85,100,47:13:39,30,70,0:00:00,,10,0:00:00,39,47,0:00:00,49,85,0:00:00,,10,0:00:00,97,100,0:00:00,62,75,0:00:00,25,25,0:00:00,32,100,0:00:00,50,50,0:00:00,4,10,0:00:00,83,100,0:00:00,83,87,0:00:00,47:13:39,24,25,47:13:39,72,75,0:00:00,75,75,47:13:39,10,10,0:00:00,10,10,47:13:39,10,10,0:00:00,10,10,47:13:39,10,10,0:00:00,10,10,47:13:39,10,10,47:13:39,10,10,0:00:00,10,10,47:13:39,10,10,47:13:39
A14847309,WA,SR,88,100,0:00:00,84,100,0:00:00,74,85,0:00:00,98,100,0:00:00,15,15,0:00:00,90,100,40:18:06,67,70,0:00:00,10,10,0:00:00,36,47,0:00:00,84,85,556:32:58,10,10,0:00:00,89,100,0:00:00,72,75,0:00:00,22,25,0:00:00,90,100,212:23:22,43,50,0:00:00,2,10,0:00:00,100,100,0:00:00,79,87,0:00:00,1091:22:58,21,25,1091:22:58,73,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,1091:22:58,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14024001,SI,SR,100,100,0:00:00,75,100,0:00:00,76,85,0:00:00,100,100,0:00:00,7,15,0:00:00,4,100,39:32:29,34,70,0:01:19,10,10,0:04:59,33,47,0:00:00,49,85,0:00:00,6,10,0:00:00,95,100,0:01:44,61,75,0:00:00,22,25,0:00:00,59,100,0:02:18,29,50,0:02:35,3,10,0:00:00,100,100,0:00:00,75,87,0:00:00,53:03:32,21,25,0:04:59,74,75,0:00:00,75,75,0:00:00,10,10,0:01:19,10,10,53:03:32,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:04:59,10,10,0:00:00,10,10,0:00:00
A14779202,SI,SR,88,100,0:00:00,33,100,0:00:00,73,85,0:00:00,100,100,0:00:00,15,15,0:00:00,97,100,0:00:00,70,70,0:00:00,5,10,0:00:00,41,47,0:00:00,68,85,431:28:41,10,10,0:00:00,99,100,0:00:00,69,75,0:00:00,25,25,0:00:00,95,100,0:00:00,35,50,0:00:00,0,10,0:00:00,86,100,0:00:00,77,87,0:00:00,431:28:41,22,25,0:00:00,64,75,0:00:00,70,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14449980,WA,SR,99,100,53:24:36,67,100,0:00:00,65,85,0:00:00,94,100,0:00:00,12,15,0:00:00,76,100,0:00:00,51,70,0:00:00,10,10,0:00:00,40,47,0:00:00,76,85,0:00:00,,10,0:00:00,74,100,0:00:00,56,75,0:00:00,25,25,0:00:00,71,100,0:00:00,35,50,0:00:00,3,10,0:00:00,84,100,0:00:00,59,87,0:00:00,71:10:08,18,25,0:00:00,57,75,0:00:00,63,75,71:10:08,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00
